episode,agent,depth,win,max_tile,moves,duration_sec,grid_sum
1,minimax,3,False,1024,674,58.5119,1478.00
2,minimax,3,False,256,385,32.4850,850.00
3,minimax,3,False,512,508,40.4078,1130.00
4,minimax,3,False,256,459,41.2245,1026.00
5,minimax,3,False,256,391,33.7083,870.00
6,minimax,3,False,512,602,41.8463,1338.00
7,minimax,3,False,1024,725,57.1826,1600.00
8,minimax,3,False,256,417,35.5463,954.00
9,minimax,3,False,512,399,36.3441,872.00
10,minimax,3,False,512,530,44.9243,1156.00
