episode,agent,depth,win,max_tile,moves,duration_sec,grid_sum
1,minimax,3,False,1024,935,59.8214,2106.00
2,minimax,3,False,256,400,27.5674,876.00
3,minimax,3,False,1024,672,50.6049,1490.00
4,minimax,3,False,512,451,31.7322,988.00
5,minimax,3,False,512,515,35.5098,1148.00
6,minimax,3,False,1024,810,58.6998,1766.00
7,minimax,3,False,512,576,42.0933,1278.00
8,minimax,3,False,512,574,39.7705,1272.00
9,minimax,3,False,1024,1068,70.7499,2362.00
10,minimax,3,False,512,472,35.2791,1058.00
