episode,agent,depth,win,max_tile,moves,duration_sec,grid_sum
1,minimax,3,False,1024,674,28.5548,1478.00
2,minimax,3,False,256,385,15.8810,850.00
3,minimax,3,False,512,508,19.3579,1130.00
4,minimax,3,False,256,459,18.6810,1026.00
5,minimax,3,False,256,391,14.6068,870.00
6,minimax,3,False,512,602,21.1945,1338.00
7,minimax,3,False,1024,725,28.1021,1600.00
8,minimax,3,False,256,417,14.5264,954.00
9,minimax,3,False,512,399,18.7078,872.00
10,minimax,3,False,512,530,19.4034,1156.00
